,...1,valid,incent_heads,incent_guess,country_guess,gender,age,residence,heads,integ_1,integ_2,integ_3,integ_4,integ_5,integ_6,integ_7,integ_8,integ_9,integ_10,integ_11,integ_12,integ_13,integ_14,integ_15,guess,nationality,relig_service,nat2,quiz_1_correct,quiz_2_correct,quiz_3_correct,quiz_4_correct,quiz_5_correct,quiz_6_correct,marital,n_children,income,relig_import,educ_age,bad_behav_1,bad_behav_2,bad_behav_3,bad_behav_4,quiz_score
706,706,1,3,yes,Brasil,1.0,6.0,Brazil,True,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,85.0,Brazil,3.0,Brazilian,1.0,0,0.0,0,1,0,,,,,,,,,,0
707,707,1,3,yes,Japão,1.0,6.0,Brazil,True,4.0,4.0,4.0,2.0,4.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,100.0,Brazil,2.0,Brazilian,0.0,0,0.0,0,1,0,,,,,,,,,,0
708,708,1,3,yes,Suíça,2.0,6.0,Brazil,False,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,50.0,Brazil,2.0,Brazilian,0.0,0,0.0,0,0,0,,,,,,,,,,0
709,709,1,3,no,Grécia,1.0,6.0,Brazil,True,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,Brazil,2.0,Brazilian,0.0,0,0.0,0,0,0,,,,,,,,,,0
710,710,1,3,yes,China,1.0,6.0,Brazil,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,80.0,Brazil,2.0,Brazilian,1.0,1,1.0,1,1,1,,,,,,,,,,3
711,711,1,5,yes,Brasil,2.0,6.0,Brazil,True,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,95.0,Brazil,3.0,Brazilian,1.0,1,1.0,1,1,0,,,,,,,,,,2
712,712,1,5,no,Japão,2.0,6.0,Brazil,True,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,70.0,Brazil,2.0,Brazilian,0.0,0,0.0,0,0,0,,,,,,,,,,0
713,713,1,3,yes,Estados Unidos,1.0,6.0,Brazil,False,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,90.0,Brazil,2.0,Brazilian,0.0,0,0.0,0,0,0,,,,,,,,,,0
714,714,1,5,no,İsviçre,2.0,6.0,Turkey,True,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,Turkey,2.0,T.C.,1.0,1,1.0,1,1,1,,,,,,,,,,3
715,715,1,3,no,Switzerland,1.0,2.0,Switzerland,False,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,90.0,Switzerland,3.0,Swiss,1.0,1,1.0,0,1,0,,,,,,,,,,1
716,716,1,3,yes,Grèce,1.0,2.0,Switzerland,True,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,70.0,Switzerland,3.0,Swiss,1.0,1,0.0,0,0,1,,,,,,,,,,2
717,717,1,5,yes,Russie,1.0,2.0,Switzerland,False,3.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,90.0,Switzerland,3.0,Swiss,0.0,0,0.0,0,0,0,,,,,,,,,,0
718,718,1,3,yes,Reino Unido de Gran Bretaña e Irlanda del Norte,1.0,4.0,Argentina,True,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,90.0,Argentina,2.0,,0.0,0,0.0,0,0,0,2.0,3.0,17000 pesos,2.0,7.0,2.0,2.0,1.0,2.0,0
719,719,1,5,yes,India,1.0,3.0,Argentina,False,4.0,4.0,5.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,75.0,Argentina,2.0,,1.0,1,1.0,1,1,0,1.0,1.0,10000,2.0,8.0,2.0,2.0,1.0,2.0,2
720,720,1,3,no,Sudáfrica,2.0,5.0,Argentina,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,20.0,Argentina,2.0,,1.0,1,1.0,1,0,1,2.0,4.0,10,2.0,7.0,2.0,2.0,1.0,2.0,3
721,721,1,3,yes,Denmark,1.0,3.0,India,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,India,1.0,,1.0,1,0.0,1,1,1,2.0,3.0,30000,1.0,7.0,1.0,1.0,1.0,1.0,3
722,722,1,3,yes,Portugal,1.0,5.0,UK,True,4.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,50.0,UK,3.0,,0.0,0,1.0,0,1,0,5.0,4.0,15000,4.0,7.0,2.0,2.0,2.0,2.0,0
723,723,1,3,yes,인도,1.0,3.0,South Korea,False,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,60.0,South Korea,1.0,,,0,0.0,0,0,0,1.0,1.0,100,1.0,7.0,2.0,2.0,1.0,2.0,0
724,724,1,3,no,sydafrika,2.0,2.0,Denmark,True,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,50.0,Denmark,3.0,,0.0,0,0.0,0,0,0,1.0,1.0,6000,4.0,8.0,2.0,2.0,1.0,2.0,0
725,725,1,5,no,República de Corea,2.0,5.0,Argentina,True,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,Argentina,2.0,,0.0,0,0.0,0,0,0,2.0,3.0,10000,1.0,5.0,2.0,2.0,2.0,2.0,0
726,726,1,3,yes,Portugal,1.0,3.0,Argentina,False,4.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,99.0,Argentina,2.0,,1.0,1,1.0,1,0,0,1.0,1.0,20000,3.0,7.0,2.0,1.0,1.0,2.0,2
727,727,1,3,yes,Dinamarca,2.0,2.0,Argentina,True,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,85.0,Argentina,3.0,,1.0,1,0.0,1,0,1,1.0,3.0,2000,4.0,6.0,2.0,1.0,1.0,2.0,3
728,728,1,5,yes,Portugal,2.0,5.0,UK,True,,,,,,,,,,,,,,,,,UK,2.0,,0.0,0,0.0,0,0,0,2.0,1.0,0,2.0,7.0,2.0,2.0,2.0,2.0,0
729,729,1,5,no,United Kingdom of Great Britain and Northern Ireland,2.0,3.0,UK,True,2.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,50.0,UK,3.0,,0.0,0,0.0,0,0,0,1.0,1.0,22000,2.0,7.0,1.0,1.0,1.0,1.0,0
730,730,1,5,no,Reino Unido de Gran Bretaña e Irlanda del Norte,2.0,3.0,Argentina,False,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,90.0,Argentina,2.0,,0.0,0,0.0,0,0,0,2.0,1.0,20000,2.0,7.0,2.0,2.0,1.0,2.0,0
731,731,1,3,no,United Kingdom of Great Britain and Northern Ireland,1.0,3.0,UK,True,4.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,50.0,UK,3.0,,1.0,0,1.0,0,1,0,1.0,1.0,1900,4.0,7.0,2.0,2.0,1.0,2.0,0
732,732,1,5,no,Argentina,1.0,3.0,Argentina,True,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,70.0,Argentina,2.0,,1.0,0,1.0,0,0,1,1.0,1.0,25000,3.0,7.0,2.0,2.0,1.0,1.0,1
733,733,1,3,no,Denmark,2.0,4.0,UK,False,4.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,45.0,UK,3.0,,1.0,1,1.0,1,1,1,2.0,2.0,37000,3.0,1.0,2.0,2.0,2.0,2.0,3
734,734,1,5,no,República de Corea,1.0,3.0,Argentina,False,4.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,30.0,Argentina,1.0,,1.0,1,1.0,1,1,1,2.0,4.0,17000,1.0,7.0,2.0,2.0,1.0,2.0,3
735,735,1,3,no,Portugal,2.0,3.0,Argentina,False,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,80.0,Argentina,2.0,,1.0,1,0.0,0,0,1,1.0,2.0,18000,2.0,6.0,2.0,2.0,1.0,2.0,2
736,736,1,5,yes,India,1.0,6.0,UK,False,3.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,60.0,UK,2.0,,0.0,0,0.0,0,0,1,2.0,2.0,1000,3.0,1.0,2.0,2.0,2.0,2.0,1
737,737,1,3,yes,Sudáfrica,1.0,5.0,Argentina,True,4.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,Argentina,1.0,,1.0,1,1.0,1,1,0,2.0,1.0,20000,1.0,1.0,2.0,2.0,1.0,2.0,2
738,738,1,5,no,Forenede Kongerige Storbritannien og Nordirland,2.0,3.0,Denmark,True,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,100.0,Denmark,2.0,,0.0,0,0.0,0,1,0,1.0,1.0,10000,2.0,8.0,2.0,2.0,2.0,1.0,0
739,739,1,3,yes,South Africa,1.0,4.0,UK,False,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,90.0,UK,2.0,,0.0,0,0.0,0,0,0,2.0,3.0,"48,000",2.0,1.0,2.0,2.0,2.0,2.0,0
740,740,1,5,yes,Argentina,1.0,4.0,India,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,80.0,India,2.0,,1.0,1,1.0,1,1,1,2.0,3.0,90000,2.0,7.0,2.0,2.0,1.0,1.0,3
741,741,1,5,yes,Índia,2.0,3.0,Portugal,False,4.0,4.0,5.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,Portugal,2.0,FL_237,0.0,0,0.0,0,0,0,1.0,1.0,450,3.0,7.0,2.0,2.0,2.0,2.0,0
742,742,1,3,yes,Dinamarca,2.0,2.0,Argentina,True,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,80.0,Argentina,1.0,,0.0,0,1.0,0,0,1,1.0,1.0,200,1.0,1.0,2.0,2.0,1.0,2.0,1
743,743,1,3,yes,Argentina,1.0,3.0,Argentina,True,1.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,70.0,Argentina,1.0,,1.0,1,1.0,1,1,1,2.0,2.0,6000,2.0,1.0,2.0,2.0,2.0,2.0,3
744,744,1,3,no,Indien,1.0,5.0,Denmark,True,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,100.0,Denmark,3.0,,1.0,0,0.0,0,0,0,1.0,2.0,14000,4.0,6.0,2.0,2.0,1.0,2.0,0
745,745,1,5,yes,Portugal,1.0,4.0,Argentina,True,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,98.0,Argentina,2.0,,1.0,1,0.0,0,1,0,2.0,3.0,"$15,000",2.0,7.0,2.0,2.0,2.0,1.0,1
746,746,1,3,yes,Argentina,1.0,2.0,Portugal,True,3.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,80.0,Portugal,3.0,FL_241,1.0,1,1.0,1,0,1,1.0,1.0,1150,3.0,6.0,2.0,2.0,1.0,2.0,3
747,747,1,5,yes,대한민국,1.0,4.0,South Korea,True,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,South Korea,3.0,,1.0,1,1.0,1,1,1,2.0,2.0,"4,000,000원",4.0,7.0,2.0,2.0,2.0,2.0,3
748,748,1,3,no,Argentina,1.0,2.0,South Africa,False,4.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,90.0,South Africa,2.0,,1.0,0,0.0,0,0,0,1.0,1.0,R5697,1.0,8.0,1.0,2.0,1.0,2.0,0
749,749,1,5,yes,India,1.0,2.0,South Africa,False,2.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,,3.0,3.0,4.0,4.0,60.0,South Africa,3.0,,0.0,1,1.0,1,1,1,1.0,1.0,0,4.0,8.0,1.0,2.0,1.0,1.0,3
750,750,1,3,no,Denmark,2.0,3.0,India,True,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,India,2.0,,0.0,1,1.0,1,1,1,2.0,2.0,Nill,1.0,1.0,2.0,2.0,1.0,2.0,3
751,751,1,5,no,Sudáfrica,1.0,5.0,Argentina,True,4.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,1.0,90.0,Argentina,2.0,,0.0,1,0.0,0,0,0,2.0,3.0,15000,3.0,8.0,2.0,2.0,1.0,2.0,1
752,752,1,3,no,Reino Unido de Gran Bretaña e Irlanda del Norte,2.0,3.0,Argentina,True,4.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,Argentina,3.0,,1.0,1,1.0,1,1,1,1.0,3.0,110000,3.0,1.0,2.0,2.0,1.0,2.0,3
753,753,1,3,yes,India,2.0,5.0,Argentina,False,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,98.0,Argentina,2.0,,1.0,1,0.0,0,1,0,1.0,3.0,5000,2.0,7.0,2.0,2.0,2.0,2.0,1
754,754,1,5,yes,Republikken Korea,1.0,3.0,Denmark,False,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,60.0,Denmark,3.0,,0.0,0,0.0,0,0,0,1.0,1.0,200000,3.0,1.0,2.0,2.0,2.0,2.0,0
755,755,1,5,no,Argentina,2.0,5.0,Argentina,False,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,90.0,Argentina,2.0,,0.0,1,1.0,1,0,1,1.0,2.0,4500,1.0,1.0,2.0,1.0,2.0,2.0,3
756,756,1,5,no,Argentina,2.0,5.0,Argentina,True,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,50.0,Argentina,1.0,,1.0,1,1.0,1,1,1,1.0,1.0,4500,1.0,4.0,2.0,2.0,2.0,2.0,3
757,757,1,3,no,덴마크,1.0,3.0,South Korea,True,4.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,50.0,South Korea,2.0,,,0,1.0,1,1,1,1.0,1.0,3000000,2.0,7.0,2.0,2.0,1.0,1.0,2
758,758,1,3,yes,Reino Unido de Gran Bretaña e Irlanda del Norte,2.0,5.0,Argentina,False,3.0,4.0,5.0,1.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,20.0,Argentina,2.0,,1.0,1,0.0,1,0,1,2.0,5.0,10000,3.0,7.0,2.0,2.0,1.0,2.0,3
759,759,1,5,yes,Portugal,2.0,2.0,Argentina,True,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,90.0,Argentina,2.0,,1.0,0,0.0,0,0,0,1.0,1.0,,2.0,4.0,2.0,1.0,2.0,2.0,0
760,760,1,5,no,Reino Unido de Gran Bretaña e Irlanda del Norte,2.0,5.0,Argentina,False,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,25.0,Argentina,2.0,,1.0,0,0.0,0,0,0,2.0,3.0,20,2.0,4.0,2.0,2.0,1.0,2.0,0
761,761,1,5,no,United Kingdom of Great Britain and Northern Ireland,1.0,2.0,Denmark,False,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,50.0,Denmark,1.0,,0.0,0,,0,1,0,2.0,3.0,50000,1.0,7.0,1.0,1.0,2.0,1.0,0
762,762,1,5,no,남아프리카,2.0,3.0,South Korea,True,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,50.0,South Korea,3.0,,0.0,0,0.0,0,0,0,2.0,3.0,2.000.000,4.0,7.0,2.0,2.0,2.0,2.0,0
763,763,1,3,yes,Argentina,2.0,5.0,Denmark,True,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,Denmark,2.0,,0.0,0,0.0,0,1,0,5.0,5.0,12.6,2.0,3.0,2.0,2.0,2.0,2.0,0
764,764,1,5,yes,Portugal,1.0,4.0,India,True,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,100.0,India,1.0,,1.0,0,1.0,1,0,1,1.0,1.0,100000,1.0,7.0,2.0,2.0,2.0,2.0,2
765,765,1,5,no,아르헨티나,1.0,3.0,South Korea,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,South Korea,3.0,,0.0,0,0.0,0,0,0,2.0,1.0,200,3.0,7.0,2.0,2.0,2.0,2.0,0
766,766,1,5,no,Danmark,1.0,4.0,Denmark,False,4.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,75.0,Denmark,2.0,,1.0,0,0.0,0,1,0,2.0,4.0,30000,3.0,7.0,2.0,2.0,2.0,2.0,0
767,767,1,5,yes,South Africa,1.0,3.0,India,True,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,100.0,India,1.0,,1.0,1,0.0,1,0,0,1.0,1.0,35000,2.0,7.0,1.0,1.0,1.0,2.0,2
768,768,1,3,no,포르투갈,1.0,2.0,South Korea,True,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,100.0,South Korea,2.0,,1.0,0,1.0,1,1,1,1.0,1.0,1200000,2.0,5.0,2.0,2.0,1.0,2.0,2
769,769,1,3,yes,Argentina,1.0,2.0,India,False,2.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,49.0,India,2.0,,1.0,1,1.0,1,1,1,1.0,1.0,INR18000,2.0,6.0,2.0,2.0,1.0,1.0,3
770,770,1,5,yes,영국과 북 아일랜드의 영국,1.0,5.0,South Korea,True,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,South Korea,3.0,,1.0,0,0.0,0,0,0,2.0,1.0,500만원,4.0,7.0,2.0,2.0,2.0,2.0,0
771,771,1,5,yes,아르헨티나,2.0,3.0,South Korea,False,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,,South Korea,2.0,,0.0,0,0.0,0,0,0,1.0,1.0,50만원,3.0,7.0,2.0,2.0,2.0,2.0,0
772,772,1,3,no,남아프리카,1.0,3.0,South Korea,True,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,50.0,South Korea,1.0,,1.0,0,0.0,0,0,0,1.0,3.0,3000,2.0,7.0,1.0,2.0,1.0,2.0,0
773,773,1,3,yes,Portugal,2.0,4.0,Denmark,False,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,70.0,Denmark,2.0,,1.0,0,0.0,0,0,0,4.0,5.0,18000,3.0,7.0,2.0,2.0,2.0,1.0,0
774,774,1,5,no,덴마크,1.0,3.0,South Korea,True,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,50.0,South Korea,3.0,,1.0,0,0.0,0,0,0,1.0,1.0,200만원,4.0,7.0,2.0,2.0,1.0,2.0,0
775,775,1,5,no,Danmark,2.0,2.0,Denmark,True,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,Denmark,3.0,,1.0,1,1.0,1,1,1,1.0,1.0,ca. 3000,4.0,8.0,2.0,2.0,1.0,2.0,3
776,776,1,3,no,영국과 북 아일랜드의 영국,1.0,5.0,South Korea,True,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,50.0,South Korea,1.0,,1.0,1,1.0,1,1,1,2.0,3.0,890만원,1.0,7.0,2.0,2.0,2.0,2.0,3
777,777,1,5,yes,대한민국,2.0,2.0,South Korea,True,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,80.0,South Korea,1.0,,,1,1.0,1,0,1,1.0,1.0,50만원,1.0,8.0,2.0,2.0,2.0,2.0,3
778,778,1,3,no,United Kingdom of Great Britain and Northern Ireland,1.0,3.0,India,True,1.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,54.0,India,1.0,,0.0,1,1.0,1,0,1,2.0,3.0,1200000,1.0,7.0,2.0,2.0,1.0,2.0,3
779,779,1,3,yes,포르투갈,2.0,3.0,South Korea,False,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,10.0,South Korea,2.0,,,0,0.0,0,0,0,2.0,3.0,5000000,2.0,7.0,2.0,2.0,2.0,2.0,0
780,780,1,3,yes,India,2.0,3.0,India,True,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,9.0,India,1.0,,0.0,0,0.0,0,0,0,1.0,1.0,400000,1.0,7.0,2.0,2.0,2.0,2.0,0
781,781,1,5,yes,Republic of Korea,1.0,3.0,India,True,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,45.0,India,2.0,,1.0,1,1.0,1,1,1,1.0,1.0,40000,3.0,7.0,2.0,2.0,1.0,2.0,3
782,782,1,3,no,Denmark,2.0,3.0,India,True,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,India,1.0,,1.0,1,1.0,1,1,1,2.0,2.0,85000,1.0,7.0,2.0,2.0,2.0,2.0,3
783,783,1,3,yes,Portugal,1.0,5.0,Denmark,True,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,75.0,Denmark,3.0,,1.0,1,1.0,1,1,1,1.0,2.0,75000,3.0,7.0,1.0,2.0,2.0,2.0,3
784,784,1,3,yes,포르투갈,2.0,4.0,South Korea,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,50.0,South Korea,1.0,,1.0,0,1.0,1,0,0,2.0,3.0,4000000,2.0,7.0,2.0,2.0,1.0,2.0,1
785,785,1,5,no,인도,1.0,4.0,South Korea,False,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,50.0,South Korea,3.0,,1.0,1,0.0,0,1,0,2.0,2.0,5000000,4.0,7.0,2.0,2.0,2.0,1.0,1
786,786,1,5,yes,남아프리카,1.0,3.0,South Korea,False,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,50.0,South Korea,3.0,,1.0,0,0.0,0,0,0,1.0,1.0,300,2.0,7.0,2.0,2.0,2.0,2.0,0
787,787,1,3,no,Portugal,2.0,5.0,Denmark,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,100.0,Denmark,2.0,,1.0,1,1.0,1,1,1,2.0,3.0,ingen indtægt jeg er hjemmegående,4.0,5.0,2.0,2.0,2.0,2.0,3
788,788,1,5,yes,sydafrika,2.0,3.0,Denmark,True,4.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,100.0,Denmark,2.0,,1.0,1,0.0,0,1,0,2.0,2.0,18500,4.0,1.0,2.0,2.0,2.0,2.0,1
789,789,1,3,no,Republikken Korea,2.0,4.0,Denmark,True,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,Denmark,2.0,,0.0,0,0.0,0,0,0,1.0,3.0,,3.0,7.0,2.0,2.0,1.0,2.0,0
790,790,1,3,no,Portugal,1.0,3.0,Argentina,True,4.0,4.0,5.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,95.0,Argentina,3.0,,1.0,1,0.0,1,1,0,1.0,1.0,1500,3.0,5.0,2.0,2.0,2.0,2.0,2
791,791,1,5,no,Dinamarca,2.0,4.0,Argentina,False,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,50.0,Argentina,3.0,,0.0,0,0.0,0,0,0,4.0,4.0,3000,4.0,1.0,2.0,2.0,1.0,2.0,0
792,792,1,3,yes,덴마크,2.0,5.0,South Korea,True,3.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,90.0,South Korea,3.0,,1.0,1,1.0,1,1,0,2.0,2.0,310만원,2.0,5.0,2.0,2.0,1.0,2.0,2
793,793,1,5,no,Republic of Korea,1.0,4.0,India,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,60.0,India,1.0,,1.0,1,1.0,1,1,1,2.0,2.0,80000,2.0,7.0,2.0,2.0,2.0,1.0,3
