,...1,valid,incent_heads,incent_guess,country_guess,gender,age,residence,heads,integ_1,integ_2,integ_3,integ_4,integ_5,integ_6,integ_7,integ_8,integ_9,integ_10,integ_11,integ_12,integ_13,integ_14,integ_15,guess,nationality,relig_service,nat2,quiz_1_correct,quiz_2_correct,quiz_3_correct,quiz_4_correct,quiz_5_correct,quiz_6_correct,marital,n_children,income,relig_import,educ_age,bad_behav_1,bad_behav_2,bad_behav_3,bad_behav_4,quiz_score
407,407,1,5,yes,Ελβετία,2.0,3.0,Greece,True,4.0,5.0,5.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,60.0,Greece,2.0,Greece,0.0,1,0.0,0,1,0,,,,,,,,,,1
408,408,1,3,yes,Κίνα,2.0,5.0,Greece,True,1.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,80.0,Greece,2.0,Greece,1.0,0,0.0,0,1,0,,,,,,,,,,0
409,409,1,5,yes,Τουρκία,1.0,6.0,Greece,False,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,90.0,Greece,1.0,Greece,0.0,0,0.0,0,0,0,,,,,,,,,,0
410,410,1,3,no,Ελλάδα,1.0,5.0,Greece,True,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,Greece,2.0,Greece,1.0,1,1.0,1,0,0,,,,,,,,,,2
411,411,1,5,yes,Βραζιλία,1.0,6.0,Greece,True,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,80.0,Greece,2.0,Greece,1.0,0,1.0,1,0,0,,,,,,,,,,1
412,412,1,3,no,Ρωσία,2.0,2.0,Greece,False,4.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,90.0,Greece,2.0,Greece,0.0,0,0.0,0,0,0,,,,,,,,,,0
413,413,1,5,no,Βραζιλία,2.0,2.0,Greece,False,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,90.0,Greece,2.0,Greece,1.0,1,1.0,1,1,1,,,,,,,,,,3
414,414,1,5,yes,οι Ηνωμένες Πολιτείες,2.0,5.0,Greece,True,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,70.0,Greece,2.0,Greece,1.0,0,1.0,1,1,1,,,,,,,,,,2
415,415,1,3,no,Ιαπωνία,1.0,5.0,Greece,False,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,90.0,Greece,2.0,Greece,0.0,0,0.0,0,0,0,,,,,,,,,,0
416,416,1,3,yes,Κίνα,1.0,5.0,Greece,True,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,80.0,Greece,2.0,Greece,1.0,1,1.0,1,1,1,,,,,,,,,,3
417,417,1,3,no,Τουρκία,2.0,6.0,Greece,False,4.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,80.0,Greece,2.0,Greece,1.0,1,1.0,0,0,0,,,,,,,,,,1
418,418,1,5,no,Ελβετία,2.0,5.0,Greece,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,70.0,Greece,2.0,Greece,1.0,1,1.0,1,1,1,,,,,,,,,,3
419,419,1,5,yes,Βραζιλία,2.0,2.0,Greece,True,4.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,90.0,Greece,2.0,Greece,0.0,1,1.0,0,0,1,,,,,,,,,,2
420,420,1,3,yes,Κίνα,2.0,2.0,Greece,True,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,60.0,Greece,2.0,Greece,0.0,1,0.0,1,1,1,,,,,,,,,,3
421,421,1,3,no,Ρωσία,2.0,5.0,Greece,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,Greece,2.0,Greece,1.0,1,1.0,1,1,1,,,,,,,,,,3
422,422,1,5,no,Ιαπωνία,1.0,6.0,Greece,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,Greece,2.0,Greece,0.0,0,0.0,0,0,0,,,,,,,,,,0
423,423,1,3,yes,οι Ηνωμένες Πολιτείες,1.0,2.0,Greece,True,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,30.0,Greece,2.0,Greece,0.0,0,0.0,0,0,0,,,,,,,,,,0
424,424,1,3,no,Τουρκία,1.0,6.0,Greece,True,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,50.0,Greece,2.0,Greece,1.0,0,0.0,0,0,0,,,,,,,,,,0
425,425,1,3,yes,Ελλάδα,2.0,2.0,Greece,True,4.0,5.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,90.0,Greece,2.0,Greece,0.0,1,1.0,0,0,0,,,,,,,,,,1
426,426,1,3,yes,Ελβετία,2.0,6.0,Greece,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,80.0,Greece,2.0,Greece,1.0,1,1.0,1,0,1,,,,,,,,,,3
427,427,1,5,yes,Ρωσία,1.0,5.0,Greece,True,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,60.0,Greece,3.0,Greece,1.0,0,0.0,0,1,0,,,,,,,,,,0
428,428,1,3,yes,Τουρκία,1.0,6.0,Greece,False,4.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,Greece,3.0,Greece,1.0,1,1.0,1,1,1,,,,,,,,,,3
429,429,1,3,yes,Ιαπωνία,2.0,2.0,Greece,True,4.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,40.0,Greece,2.0,Greece,1.0,1,1.0,1,1,1,,,,,,,,,,3
430,430,1,5,yes,Βραζιλία,2.0,2.0,Greece,False,3.0,5.0,5.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,94.0,Greece,2.0,Greece,1.0,1,1.0,0,0,1,,,,,,,,,,2
431,431,1,5,no,Κίνα,1.0,5.0,Greece,True,4.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,80.0,Greece,2.0,Greece,1.0,0,0.0,0,0,0,,,,,,,,,,0
432,432,1,3,yes,Ελβετία,2.0,2.0,Greece,True,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,90.0,Greece,2.0,Greece,1.0,1,1.0,1,0,1,,,,,,,,,,3
433,433,1,5,yes,Ελλάδα,1.0,5.0,Greece,False,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,90.0,Greece,2.0,Greece,0.0,0,0.0,0,1,0,,,,,,,,,,0
434,434,1,3,yes,Ελβετία,1.0,5.0,Greece,True,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,55.0,Greece,2.0,Greece,0.0,0,0.0,0,0,0,,,,,,,,,,0
435,435,1,5,yes,Ελλάδα,1.0,5.0,Greece,True,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,90.0,Greece,1.0,Greece,0.0,0,0.0,0,0,0,,,,,,,,,,0
436,436,1,3,yes,Ιαπωνία,1.0,5.0,Greece,True,4.0,4.0,4.0,3.0,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,40.0,Greece,2.0,Greece,0.0,0,0.0,0,0,0,,,,,,,,,,0
437,437,1,5,yes,Βραζιλία,1.0,5.0,Greece,True,4.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,80.0,Greece,2.0,Greece,1.0,1,1.0,1,1,1,,,,,,,,,,3
438,438,1,5,yes,Ρωσία,1.0,5.0,Greece,True,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,70.0,Greece,2.0,Greece,1.0,1,0.0,1,1,1,,,,,,,,,,3
439,439,1,5,yes,Turkey,1.0,6.0,Greece,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,90.0,Greece,2.0,Greece,1.0,1,1.0,0,1,1,,,,,,,,,,2
440,440,1,5,yes,Τουρκία,1.0,6.0,Greece,False,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,85.0,Greece,2.0,Greece,0.0,0,0.0,0,0,0,,,,,,,,,,0
441,441,1,3,yes,Ελλάδα,1.0,6.0,Greece,False,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,90.0,Greece,3.0,Greece,0.0,0,0.0,0,0,0,,,,,,,,,,0
442,442,1,3,no,Ελβετία,1.0,6.0,Greece,True,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,60.0,Greece,3.0,Greece,1.0,0,0.0,0,0,0,,,,,,,,,,0
443,443,1,5,no,Ρωσία,1.0,6.0,Greece,True,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,50.0,Greece,3.0,Greece,0.0,0,0.0,0,0,0,,,,,,,,,,0
444,444,1,5,yes,Βραζιλία,1.0,6.0,Greece,True,4.0,3.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,90.0,Greece,2.0,Greece,1.0,1,1.0,1,1,1,,,,,,,,,,3
445,445,1,3,no,Ιαπωνία,1.0,6.0,Greece,True,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,80.0,Greece,2.0,Greece,0.0,0,0.0,0,0,0,,,,,,,,,,0
446,446,1,3,yes,ロシア,2.0,3.0,China,True,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,50.0,China,2.0,China,0.0,0,0.0,0,0,0,,,,,,,,,,0
447,447,1,5,no,ギリシャ,1.0,3.0,China,True,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,95.0,China,3.0,China,1.0,1,1.0,0,1,1,,,,,,,,,,2
448,448,1,5,no,土耳其,2.0,4.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,China,2.0,China,1.0,1,1.0,0,0,0,,,,,,,,,,1
449,449,1,5,yes,米国,2.0,4.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,55.0,China,2.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
450,450,1,3,yes,ギリシャ,2.0,3.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,China,3.0,China,1.0,0,1.0,1,1,1,,,,,,,,,,2
451,451,1,3,yes,土耳其,1.0,3.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,China,3.0,China,1.0,1,1.0,1,0,1,,,,,,,,,,3
452,452,1,5,yes,ブラジル,1.0,3.0,China,True,4.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,50.0,China,2.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
453,453,1,5,yes,ロシア,1.0,4.0,China,True,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,China,3.0,China,1.0,1,1.0,0,1,1,,,,,,,,,,2
454,454,1,5,no,日本,2.0,3.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,China,3.0,China,1.0,0,0.0,0,0,0,,,,,,,,,,0
455,455,1,3,yes,ブラジル,1.0,3.0,China,True,2.0,2.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,70.0,China,2.0,China,0.0,1,1.0,0,0,0,,,,,,,,,,1
456,456,1,5,yes,米国,1.0,4.0,China,True,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,China,2.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
457,457,1,5,no,中国,1.0,3.0,China,True,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,90.0,China,2.0,China,1.0,1,0.0,1,1,1,,,,,,,,,,3
458,458,1,5,yes,Çin,1.0,3.0,China,True,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,80.0,China,1.0,China,1.0,1,1.0,1,0,1,,,,,,,,,,3
459,459,1,3,no,土耳其,2.0,3.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,China,3.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
460,460,1,5,no,日本,2.0,3.0,China,True,2.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,50.0,China,3.0,China,1.0,1,1.0,1,1,0,,,,,,,,,,2
461,461,1,3,no,ロシア,2.0,3.0,China,False,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,70.0,China,2.0,China,1.0,0,0.0,0,0,0,,,,,,,,,,0
462,462,1,5,yes,ギリシャ,2.0,2.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,85.0,China,3.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
463,463,1,3,no,スイス,1.0,3.0,China,True,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,70.0,China,3.0,China,0.0,0,0.0,0,0,0,,,,,,,,,,0
464,464,1,3,yes,スイス,2.0,3.0,China,True,4.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,67.0,China,3.0,China,1.0,0,0.0,0,0,0,,,,,,,,,,0
465,465,1,5,yes,日本,1.0,3.0,China,True,4.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,60.0,China,3.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
466,466,1,5,no,ロシア,1.0,4.0,China,True,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,China,3.0,China,1.0,1,1.0,0,1,1,,,,,,,,,,2
467,467,1,5,yes,米国,1.0,4.0,China,True,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,China,2.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
468,468,1,5,no,ギリシャ,2.0,2.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,80.0,China,2.0,China,1.0,1,0.0,1,1,1,,,,,,,,,,3
469,469,1,3,no,スイス,2.0,3.0,China,True,,3.0,3.0,4.0,3.0,4.0,3.0,,4.0,4.0,4.0,4.0,3.0,4.0,4.0,58.0,China,2.0,China,1.0,1,0.0,0,0,0,,,,,,,,,,1
470,470,1,3,yes,中国,2.0,3.0,China,True,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,China,3.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
471,471,1,3,no,土耳其,2.0,3.0,China,True,4.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,50.0,China,2.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
472,472,1,5,yes,日本,1.0,3.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,China,3.0,China,1.0,0,0.0,1,0,0,,,,,,,,,,1
473,473,1,3,yes,ギリシャ,1.0,4.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,China,2.0,China,0.0,0,0.0,0,0,0,,,,,,,,,,0
474,474,1,5,no,米国,2.0,4.0,China,False,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,50.0,China,3.0,China,1.0,1,0.0,1,0,1,,,,,,,,,,3
475,475,1,5,no,ブラジル,1.0,3.0,China,False,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,90.0,China,3.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
476,476,1,5,no,日本,1.0,4.0,China,False,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,China,3.0,China,1.0,0,0.0,0,1,0,,,,,,,,,,0
477,477,1,3,no,ブラジル,2.0,4.0,China,True,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,50.0,China,3.0,China,1.0,0,0.0,0,0,0,,,,,,,,,,0
478,478,1,5,no,ギリシャ,2.0,3.0,China,True,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,80.0,China,1.0,China,1.0,1,1.0,0,1,1,,,,,,,,,,2
479,479,1,5,no,土耳其,1.0,2.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,50.0,China,2.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
480,480,1,5,yes,中国,1.0,4.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,90.0,China,2.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
481,481,1,3,yes,米国,2.0,2.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,70.0,China,1.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
482,482,1,3,no,米国,1.0,4.0,China,True,4.0,3.0,4.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,China,2.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
483,483,1,5,no,ロシア,1.0,2.0,China,True,5.0,5.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,50.0,China,3.0,China,1.0,0,0.0,0,0,0,,,,,,,,,,0
484,484,1,5,yes,土耳其,2.0,2.0,China,True,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,China,3.0,China,1.0,1,0.0,1,0,1,,,,,,,,,,3
485,485,1,5,yes,ギリシャ,1.0,5.0,China,False,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,80.0,China,3.0,China,0.0,0,0.0,0,0,0,,,,,,,,,,0
486,486,1,3,no,中国,2.0,5.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,China,3.0,China,1.0,1,1.0,0,0,0,,,,,,,,,,1
487,487,1,5,no,日本,1.0,4.0,China,True,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,30.0,China,3.0,China,1.0,1,0.0,0,0,0,,,,,,,,,,1
488,488,1,5,no,スイス,1.0,4.0,China,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,50.0,China,3.0,China,1.0,1,1.0,0,1,1,,,,,,,,,,2
489,489,1,5,yes,ギリシャ,1.0,5.0,China,True,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,China,2.0,China,1.0,1,1.0,1,0,0,,,,,,,,,,2
490,490,1,3,no,日本,1.0,5.0,China,True,4.0,4.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,50.0,China,2.0,China,1.0,0,0.0,1,0,0,,,,,,,,,,1
491,491,1,3,no,ロシア,1.0,4.0,China,True,2.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,99.0,China,2.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
492,492,1,5,yes,ブラジル,1.0,5.0,China,True,2.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,50.0,China,3.0,China,1.0,1,1.0,1,0,1,,,,,,,,,,3
493,493,1,3,yes,米国,1.0,5.0,China,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,80.0,China,3.0,China,1.0,0,0.0,0,0,0,,,,,,,,,,0
494,494,1,5,no,中国,1.0,4.0,China,True,3.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,50.0,China,3.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
495,495,1,3,yes,土耳其,1.0,4.0,China,True,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,80.0,China,3.0,China,1.0,0,0.0,0,0,0,,,,,,,,,,0
496,496,1,5,yes,スイス,2.0,4.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,15.0,China,3.0,China,1.0,1,0.0,1,1,1,,,,,,,,,,3
497,497,1,5,yes,ギリシャ,2.0,4.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,China,3.0,China,1.0,0,0.0,0,0,0,,,,,,,,,,0
498,498,1,3,yes,ロシア,2.0,2.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,51.0,China,2.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
499,499,1,3,no,ブラジル,1.0,5.0,China,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,50.0,China,3.0,China,0.0,0,0.0,0,0,0,,,,,,,,,,0
500,500,1,3,no,スイス,1.0,6.0,China,True,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,60.0,China,2.0,China,0.0,0,0.0,0,0,0,,,,,,,,,,0
501,501,1,5,yes,日本,1.0,4.0,China,True,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,China,3.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
502,502,1,5,yes,米国,1.0,4.0,China,False,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,70.0,China,3.0,China,0.0,0,0.0,0,0,0,,,,,,,,,,0
503,503,1,5,yes,土耳其,2.0,5.0,China,False,4.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,90.0,China,3.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
504,504,1,5,yes,スイス,2.0,5.0,China,True,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,80.0,China,1.0,China,0.0,0,0.0,0,0,0,,,,,,,,,,0
505,505,1,5,no,米国,2.0,5.0,China,True,1.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,80.0,China,3.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
506,506,1,3,no,日本,2.0,5.0,China,False,5.0,3.0,4.0,1.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,20.0,China,3.0,China,0.0,0,0.0,0,0,0,,,,,,,,,,0
507,507,1,5,no,ギリシャ,2.0,5.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,100.0,China,3.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
508,508,1,3,yes,土耳其,1.0,5.0,China,True,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,China,1.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
509,509,1,3,no,ブラジル,2.0,2.0,China,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,China,3.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
510,510,1,5,no,ロシア,2.0,6.0,China,True,3.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,80.0,China,3.0,China,0.0,0,0.0,0,0,0,,,,,,,,,,0
511,511,1,5,yes,中国,1.0,5.0,China,True,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,China,3.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
512,512,1,5,yes,日本,1.0,2.0,China,True,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,90.0,China,3.0,China,1.0,1,1.0,1,1,1,,,,,,,,,,3
