,valid,incent_heads,incent_guess,guess_country,gender,age,residence,heads,integ_1,integ_2,integ_3,integ_4,integ_5,integ_6,integ_7,integ_8,integ_9,integ_10,integ_11,integ_12,integ_13,integ_14,integ_15,guess,nationality,relig_service,nat2,quiz_1_correct,quiz_2_correct,quiz_3_correct,quiz_4_correct,quiz_5_correct,quiz_6_correct,marital,n_children,income,relig_import,educ_age,bad_behav_1,bad_behav_2,bad_behav_3,bad_behav_4,quiz_score,year,gle_rgdpc
0,1,5,yes,Brazil,1,6,US,TRUE,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,1,US,1,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
1,1,5,no,Brazil,2,6,US,TRUE,2,2,4,1,2,3,1,2,2,3,1,2,2,2,2,,US,1,American,0,0,0,0,0,1,,,,,,,,,,1,2011,42140.191
2,1,5,no,the United States,1,5,US,FALSE,4,4,3,1,4,4,4,4,4,4,4,4,4,3,4,,US,3,American,0,0,0,0,0,1,,,,,,,,,,1,2011,42140.191
3,1,3,yes,the United States,2,6,US,TRUE,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,1,US,3,American,0,0,0,0,1,0,,,,,,,,,,0,2011,42140.191
4,1,5,yes,Russia,1,6,US,TRUE,4,4,4,2,2,4,4,4,4,4,4,4,4,3,4,1,US,3,American,0,0,0,0,1,0,,,,,,,,,,0,2011,42140.191
5,1,3,yes,Brazil,2,5,US,TRUE,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,US,3,American,0,0,0,0,0,1,,,,,,,,,,1,2011,42140.191
6,1,5,no,Greece,1,6,US,FALSE,4,4,3,2,3,4,4,4,4,4,4,4,4,2,4,,US,2,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
7,1,5,yes,Turkey,1,6,US,TRUE,4,3,1,1,3,4,5,4,4,4,4,4,4,3,4,1,US,3,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
8,1,3,yes,Japan,2,6,US,FALSE,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,1,US,1,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
9,1,3,no,China,1,6,US,TRUE,4,4,5,2,3,4,2,4,4,4,4,4,4,3,4,,US,3,American,1,0,0,0,1,0,,,,,,,,,,0,2011,42140.191
10,1,5,no,Switzerland,1,6,US,FALSE,4,4,3,1,3,4,4,3,4,4,4,3,4,2,4,,US,3,American,1,1,0,0,0,1,,,,,,,,,,2,2011,42140.191
11,1,5,no,Japan,2,3,US,FALSE,4,3,2,2,3,4,2,4,1,4,4,4,4,2,4,,US,3,American,1,1,1,1,1,1,,,,,,,,,,3,2011,42140.191
12,1,5,yes,Greece,1,5,US,FALSE,4,4,2,3,3,4,3,4,4,4,4,4,4,3,4,1,US,3,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
13,1,5,no,Russia,2,3,US,TRUE,4,4,1,2,4,4,5,4,4,4,4,4,4,4,4,,US,3,American,0,0,1,0,0,0,,,,,,,,,,0,2011,42140.191
14,1,5,yes,the United States,2,5,US,TRUE,4,4,4,2,4,4,3,4,4,4,4,4,4,2,4,1,US,2,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
15,1,5,no,Greece,2,4,US,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,US,2,American,0,0,1,0,0,1,,,,,,,,,,1,2011,42140.191
16,1,3,yes,Brazil,1,6,US,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,US,2,American,0,0,0,0,1,0,,,,,,,,,,0,2011,42140.191
17,1,5,no,the United States,2,2,US,TRUE,4,3,1,2,3,4,2,2,4,4,2,4,4,4,3,,US,3,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
18,1,3,yes,China,2,6,US,FALSE,4,4,2,1,3,4,2,4,4,4,4,4,4,3,4,1,US,1,American,1,0,0,0,1,1,,,,,,,,,,1,2011,42140.191
19,1,3,no,Japan,2,2,US,FALSE,4,4,2,2,3,4,3,4,4,4,3,4,4,2,3,,US,1,American,1,1,1,1,1,1,,,,,,,,,,3,2011,42140.191
20,1,5,no,Greece,2,6,US,TRUE,4,5,2,3,1,4,2,5,4,3,1,2,3,4,3,,US,1,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
21,1,5,no,Switzerland,2,6,US,TRUE,4,3,5,1,3,4,4,3,4,4,4,3,4,3,4,,US,3,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
22,1,3,yes,Turkey,2,6,US,FALSE,4,4,3,2,4,4,4,4,4,4,4,4,4,3,4,1,US,1,American,1,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
23,1,5,no,Switzerland,1,6,US,TRUE,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,,US,2,American,1,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
24,1,3,no,Russia,2,2,US,FALSE,4,4,2,2,4,4,4,4,4,4,4,4,4,3,4,,US,3,American,1,1,1,1,1,1,,,,,,,,,,3,2011,42140.191
25,1,3,no,the United States,2,2,US,TRUE,4,4,4,2,3,4,4,3,3,3,3,4,4,2,4,,US,1,American,1,0,1,0,0,0,,,,,,,,,,0,2011,42140.191
26,1,5,no,Brazil,2,3,US,TRUE,3,2,3,5,3,2,3,2,3,3,4,4,2,3,3,,US,2,American,0,0,0,0,0,1,,,,,,,,,,1,2011,42140.191
27,1,5,no,China,2,4,US,TRUE,4,4,2,2,3,4,4,4,4,4,4,4,4,4,4,,US,2,American,1,1,1,0,1,1,,,,,,,,,,2,2011,42140.191
28,1,5,no,the United States,2,4,US,TRUE,3,3,3,2,2,4,2,3,2,4,3,4,4,2,3,,US,2,American,1,1,1,0,1,1,,,,,,,,,,2,2011,42140.191
29,1,3,yes,China,2,5,US,TRUE,4,4,4,1,4,4,4,4,1,4,4,4,4,3,4,1,US,1,American,0,0,0,0,1,1,,,,,,,,,,1,2011,42140.191
30,1,3,yes,Turkey,1,5,US,FALSE,4,4,4,2,4,4,4,3,4,4,4,4,4,2,4,1,US,3,American,0,0,0,0,1,0,,,,,,,,,,0,2011,42140.191
31,1,3,no,Greece,1,5,US,TRUE,4,3,2,2,2,3,2,3,3,3,2,2,3,2,3,,US,2,American,0,0,0,0,0,1,,,,,,,,,,1,2011,42140.191
32,1,3,yes,Russia,2,5,US,FALSE,4,3,4,2,2,4,3,4,4,4,3,4,4,3,3,1,US,3,American,1,1,1,0,0,0,,,,,,,,,,1,2011,42140.191
33,1,5,yes,Japan,1,5,US,TRUE,4,4,2,1,2,4,3,2,4,4,5,4,4,2,4,1,US,1,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
34,1,5,no,Brazil,2,5,US,FALSE,4,4,4,3,4,3,2,3,4,4,4,4,4,3,4,,US,3,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
35,1,5,yes,Japan,2,5,US,TRUE,4,4,4,2,3,4,4,4,4,4,4,4,4,3,4,1,US,2,American,0,0,0,0,1,0,,,,,,,,,,0,2011,42140.191
36,1,3,yes,Switzerland,1,5,US,FALSE,4,4,2,3,4,3,2,4,4,4,4,4,4,2,3,1,US,3,American,0,0,1,0,1,0,,,,,,,,,,0,2011,42140.191
37,1,3,no,Brazil,2,3,US,TRUE,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,,US,2,American,1,1,1,1,1,1,,,,,,,,,,3,2011,42140.191
38,1,3,no,Greece,2,5,US,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,US,1,American,0,0,0,1,1,1,,,,,,,,,,2,2011,42140.191
39,1,5,no,China,2,2,US,TRUE,4,3,1,1,3,2,3,4,1,4,3,4,2,3,4,,US,3,American,1,1,1,1,1,1,,,,,,,,,,3,2011,42140.191
40,1,3,no,Switzerland,2,3,US,FALSE,4,3,1,2,2,4,2,4,1,2,4,3,3,2,2,,US,2,American,1,1,1,1,1,1,,,,,,,,,,3,2011,42140.191
41,1,5,no,Russia,2,3,US,TRUE,3,2,2,3,3,4,3,3,1,4,4,4,4,4,4,,US,2,American,1,1,1,1,1,1,,,,,,,,,,3,2011,42140.191
42,1,3,no,China,2,3,US,FALSE,4,4,1,2,4,4,5,3,4,4,3,4,4,1,4,,US,3,American,0,0,1,0,0,1,,,,,,,,,,1,2011,42140.191
43,1,5,no,Russia,2,4,US,TRUE,4,4,3,2,3,4,4,3,3,4,3,3,3,3,4,,US,2,American,1,1,1,0,1,1,,,,,,,,,,2,2011,42140.191
44,1,3,yes,Brazil,2,3,US,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,US,1,American,0,1,1,0,0,1,,,,,,,,,,2,2011,42140.191
45,1,5,yes,Turkey,2,4,US,TRUE,4,4,5,3,3,4,3,4,2,3,2,4,4,3,2,1,US,2,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
46,1,3,no,Japan,2,3,US,TRUE,2,5,1,2,5,5,4,4,5,3,5,4,4,2,4,,US,3,American,1,1,1,0,1,1,,,,,,,,,,2,2011,42140.191
47,1,3,yes,Switzerland,1,4,US,TRUE,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,US,3,American,1,1,1,1,0,1,,,,,,,,,,3,2011,42140.191
48,1,3,no,China,1,4,US,TRUE,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,,US,1,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
49,1,5,yes,Greece,1,3,US,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,US,2,American,0,1,1,0,1,1,,,,,,,,,,2,2011,42140.191
50,1,5,no,Russia,1,3,US,TRUE,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,,US,2,American,0,0,0,0,1,1,,,,,,,,,,1,2011,42140.191
51,1,5,yes,Brazil,2,2,US,FALSE,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,1,US,3,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
52,1,3,no,Brazil,2,3,US,TRUE,4,3,2,4,4,3,2,4,4,4,3,4,3,2,3,,US,2,American,1,1,1,0,0,0,,,,,,,,,,1,2011,42140.191
53,1,5,yes,the United States,2,2,US,TRUE,4,3,5,3,3,3,2,3,4,4,3,4,4,3,3,1,US,3,American,1,1,1,0,0,1,,,,,,,,,,2,2011,42140.191
54,1,5,yes,China,2,3,US,TRUE,4,3,1,1,4,3,2,4,3,4,4,4,3,2,3,1,US,3,American,1,1,1,1,1,1,,,,,,,,,,3,2011,42140.191
55,1,3,yes,Japan,2,2,US,TRUE,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,US,3,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
56,1,3,no,Turkey,1,4,US,TRUE,4,4,3,4,3,4,4,4,4,4,4,4,4,2,4,,US,3,American,1,1,1,1,0,1,,,,,,,,,,3,2011,42140.191
57,1,5,no,Greece,1,4,US,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,US,2,American,0,0,0,0,1,0,,,,,,,,,,0,2011,42140.191
58,1,3,no,the United States,2,3,US,FALSE,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,,US,3,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
59,1,3,yes,Russia,2,3,US,FALSE,4,4,2,2,2,3,4,4,4,4,3,4,4,2,2,1,US,3,American,1,1,1,0,0,0,,,,,,,,,,1,2011,42140.191
60,1,3,no,China,1,4,US,FALSE,3,3,2,1,3,3,1,3,4,4,3,3,4,2,3,,US,3,American,1,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
61,1,3,no,Brazil,2,3,US,TRUE,4,4,2,2,3,2,4,4,4,4,3,4,4,2,4,,US,3,American,1,1,1,1,1,1,,,,,,,,,,3,2011,42140.191
62,1,5,yes,Japan,2,3,US,TRUE,4,4,4,1,4,4,3,4,1,4,4,4,4,2,4,1,US,1,American,1,1,1,1,1,1,,,,,,,,,,3,2011,42140.191
63,1,5,yes,Greece,1,3,US,FALSE,4,4,4,2,3,4,4,3,4,4,4,4,4,4,4,1,US,2,American,1,1,1,1,1,1,,,,,,,,,,3,2011,42140.191
64,1,3,no,the United States,1,5,US,TRUE,4,4,2,4,3,4,4,4,4,4,4,4,4,3,4,,US,2,American,0,0,0,0,0,1,,,,,,,,,,1,2011,42140.191
65,1,5,no,Turkey,1,5,US,TRUE,4,4,3,2,3,,4,4,3,4,4,4,4,3,3,,US,1,American,1,0,0,0,1,0,,,,,,,,,,0,2011,42140.191
66,1,3,no,Japan,1,4,US,TRUE,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,,US,1,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
67,1,5,yes,the United States,1,3,US,TRUE,4,4,2,2,4,4,2,4,4,4,4,4,4,2,4,1,US,3,American,1,1,1,1,1,1,,,,,,,,,,3,2011,42140.191
68,1,3,yes,China,1,4,US,FALSE,4,4,1,3,4,4,3,4,4,3,4,4,4,2,4,1,US,3,American,0,0,1,0,1,1,,,,,,,,,,1,2011,42140.191
69,1,3,yes,Russia,1,2,US,TRUE,4,4,4,2,3,4,2,3,4,4,4,4,4,3,4,1,US,3,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
70,1,5,no,Switzerland,1,2,US,TRUE,4,4,4,3,4,4,5,4,4,4,4,4,4,3,4,,US,3,American,0,1,0,0,1,0,,,,,,,,,,1,2011,42140.191
71,1,3,yes,Russia,1,2,US,FALSE,4,3,5,1,4,2,5,3,1,4,1,3,2,2,4,1,US,2,American,1,1,1,1,1,1,,,,,,,,,,3,2011,42140.191
72,1,3,yes,Turkey,1,2,US,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,US,2,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
73,1,5,no,China,1,2,US,TRUE,4,3,1,3,2,3,2,4,3,3,4,4,3,2,3,,US,3,American,0,0,0,0,0,0,,,,,,,,,,0,2011,42140.191
74,1,3,no,Japan,1,2,US,TRUE,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,US,3,American,0,0,1,1,1,1,,,,,,,,,,2,2011,42140.191
75,1,5,no,China,1,2,US,FALSE,4,4,1,2,3,3,4,4,4,4,4,4,4,3,3,,US,3,American,0,0,1,1,1,1,,,,,,,,,,2,2011,42140.191
76,1,3,no,İsviçre,1,4,Turkey,FALSE,4,4,4,2,3,4,4,4,3,4,3,4,4,3,3,,Turkey,3,Turkey,0,0,0,0,0,0,,,,,,,,,,0,2011,14909.02
77,1,5,yes,Brezilya,2,4,Turkey,FALSE,3,3,4,1,2,4,3,2,3,4,4,2,3,2,3,1,Turkey,2,Turkey,1,1,1,1,0,1,,,,,,,,,,3,2011,14909.02
78,1,3,no,Russia,1,3,Turkey,FALSE,4,4,4,1,2,4,4,3,4,4,3,3,4,2,4,,Turkey,3,Turkey,1,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
79,1,3,no,Japonya,1,3,Turkey,FALSE,4,4,4,3,4,4,4,4,3,4,1,4,4,3,4,,Turkey,1,Turkey,1,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
80,1,5,yes,Türkiye,1,4,Turkey,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,Turkey,2,Turkey,1,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
81,1,5,no,Çin,1,3,Turkey,TRUE,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,,Turkey,2,Turkey,1,1,1,1,0,1,,,,,,,,,,3,2011,14909.02
82,1,3,no,Birleşik Devletler,1,2,Turkey,TRUE,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,,Turkey,2,Turkey,0,1,0,1,0,0,,,,,,,,,,2,2011,14909.02
83,1,5,no,Türkiye,1,2,Turkey,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,Turkey,1,Turkey,1,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
84,1,3,no,Birleşik Devletler,2,2,Turkey,FALSE,4,4,5,3,2,3,4,4,4,4,4,4,4,4,3,,Turkey,2,Turkey,1,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
85,1,5,no,Brezilya,1,3,Turkey,TRUE,4,4,4,3,4,4,4,4,3,4,4,4,4,2,3,,Turkey,1,Turkey,1,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
86,1,3,yes,Yunanistan,1,2,Turkey,FALSE,5,3,4,4,4,5,4,4,4,4,4,4,4,5,4,1,Turkey,2,Turkey,1,0,1,1,0,1,,,,,,,,,,2,2011,14909.02
87,1,3,no,Russia,1,5,Turkey,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,Turkey,2,Turkey,1,1,1,1,0,1,,,,,,,,,,3,2011,14909.02
88,1,3,no,İsviçre,1,4,Turkey,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,,Turkey,1,Turkey,0,1,1,1,1,0,,,,,,,,,,2,2011,14909.02
89,1,5,no,Türkiye,1,3,Turkey,FALSE,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,,Turkey,1,Turkey,1,1,1,1,1,0,,,,,,,,,,2,2011,14909.02
90,1,5,yes,Russia,2,3,Turkey,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,Turkey,2,Turkey,1,1,1,0,0,0,,,,,,,,,,1,2011,14909.02
91,1,3,yes,Birleşik Devletler,1,4,Turkey,TRUE,4,4,3,3,3,3,3,4,3,3,2,4,4,2,4,1,Turkey,2,Turkey,1,0,1,1,0,1,,,,,,,,,,2,2011,14909.02
92,1,3,yes,Çin,1,2,Turkey,TRUE,3,3,3,5,3,3,3,5,4,4,3,5,5,3,3,1,Turkey,1,Turkey,1,1,0,0,0,0,,,,,,,,,,1,2011,14909.02
93,1,5,yes,İsviçre,1,4,Turkey,TRUE,4,4,4,2,3,4,4,3,3,4,3,4,4,3,4,1,Turkey,3,Turkey,0,0,0,0,0,0,,,,,,,,,,0,2011,14909.02
94,1,5,no,Brezilya,1,2,Turkey,TRUE,3,4,4,3,4,4,4,3,4,4,4,5,4,3,4,,Turkey,2,Turkey,1,1,1,0,1,1,,,,,,,,,,2,2011,14909.02
95,1,3,yes,Yunanistan,2,2,Turkey,TRUE,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,1,Turkey,2,Turkey,0,0,0,0,0,0,,,,,,,,,,0,2011,14909.02
96,1,3,no,Japonya,1,4,Turkey,FALSE,4,3,4,3,3,4,4,4,4,3,2,3,4,4,3,,Turkey,2,Turkey,1,1,1,1,0,1,,,,,,,,,,3,2011,14909.02
97,1,5,no,Türkiye,2,2,Turkey,FALSE,4,4,4,3,3,4,4,4,3,4,3,4,4,4,4,,Turkey,2,Turkey,1,1,1,1,0,1,,,,,,,,,,3,2011,14909.02
98,1,5,yes,Russia,2,5,Turkey,TRUE,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,1,Turkey,3,Turkey,1,1,0,1,0,1,,,,,,,,,,3,2011,14909.02
99,1,3,no,Birleşik Devletler,1,2,Turkey,FALSE,4,4,4,3,3,3,4,4,4,4,3,4,4,3,3,,Turkey,2,Turkey,1,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
100,1,3,yes,İsviçre,2,4,Turkey,TRUE,3,4,4,5,2,4,4,4,4,4,4,4,4,4,2,1,Turkey,2,Turkey,1,0,0,0,0,0,,,,,,,,,,0,2011,14909.02
101,1,3,yes,Brezilya,2,2,Turkey,FALSE,4,4,4,2,3,4,4,4,4,4,3,4,4,4,4,1,Turkey,2,Turkey,1,1,1,1,0,0,,,,,,,,,,2,2011,14909.02
102,1,5,no,Yunanistan,1,4,Turkey,TRUE,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,,Turkey,1,Turkey,1,1,0,1,0,1,,,,,,,,,,3,2011,14909.02
103,1,5,yes,Russia,1,3,Turkey,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,Turkey,1,Turkey,1,1,0,1,0,1,,,,,,,,,,3,2011,14909.02
104,1,3,yes,İsviçre,2,4,Turkey,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,Turkey,2,Turkey,0,1,1,1,0,1,,,,,,,,,,3,2011,14909.02
105,1,3,yes,Russia,1,3,Turkey,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,Turkey,3,Turkey,0,0,0,0,0,0,,,,,,,,,,0,2011,14909.02
106,1,5,yes,Birleşik Devletler,1,4,Turkey,FALSE,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,1,Turkey,2,Turkey,1,1,1,1,1,0,,,,,,,,,,2,2011,14909.02
107,1,3,no,Türkiye,2,3,Turkey,FALSE,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,,Turkey,1,Turkey,1,0,0,0,0,0,,,,,,,,,,0,2011,14909.02
108,1,5,no,Brezilya,1,3,Turkey,TRUE,4,4,4,3,4,4,4,4,5,4,1,3,4,2,4,,Turkey,2,Turkey,1,1,1,1,0,1,,,,,,,,,,3,2011,14909.02
109,1,3,yes,Russia,2,2,Turkey,TRUE,3,3,5,3,4,4,4,4,4,4,3,4,4,4,4,1,Turkey,3,Turkey,0,1,1,1,0,1,,,,,,,,,,3,2011,14909.02
110,1,5,no,Japonya,1,4,Turkey,TRUE,4,4,4,4,3,3,4,4,4,4,4,4,4,2,4,,Turkey,1,Turkey,1,1,1,1,1,0,,,,,,,,,,2,2011,14909.02
111,1,3,yes,İsviçre,2,4,Turkey,FALSE,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,Turkey,2,Turkey,1,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
112,1,3,no,Türkiye,1,3,Turkey,TRUE,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,,Turkey,2,Turkey,1,1,0,1,0,1,,,,,,,,,,3,2011,14909.02
113,1,5,yes,Birleşik Devletler,2,3,Turkey,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,Turkey,1,Turkey,1,1,1,1,0,1,,,,,,,,,,3,2011,14909.02
114,1,3,no,Çin,2,3,Turkey,TRUE,4,4,4,1,4,4,4,4,4,4,4,4,3,3,4,,Turkey,2,Turkey,1,1,1,1,0,1,,,,,,,,,,3,2011,14909.02
115,1,3,no,Japonya,1,2,Turkey,TRUE,1,1,1,1,3,4,4,3,4,4,1,2,1,3,4,,Turkey,2,Turkey,1,1,1,1,0,1,,,,,,,,,,3,2011,14909.02
116,1,3,no,Brezilya,1,4,Turkey,TRUE,3,4,4,2,3,4,4,4,3,4,2,3,4,2,4,,Turkey,2,Turkey,1,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
117,1,5,yes,Birleşik Devletler,1,4,Turkey,TRUE,3,4,4,3,3,4,4,4,4,4,4,4,4,3,3,1,Turkey,1,Turkey,0,0,0,0,0,0,,,,,,,,,,0,2011,14909.02
118,1,3,no,İsviçre,1,2,Turkey,TRUE,2,1,4,2,2,3,3,3,3,2,2,3,3,2,3,,Turkey,1,Turkey,1,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
119,1,5,no,Türkiye,2,3,Turkey,FALSE,3,4,4,3,3,3,4,4,4,4,4,4,4,3,4,,Turkey,3,Turkey,1,0,1,1,0,1,,,,,,,,,,2,2011,14909.02
120,1,5,no,Brezilya,2,3,Turkey,FALSE,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,,Turkey,2,Turkey,1,0,0,0,0,0,,,,,,,,,,0,2011,14909.02
121,1,3,no,Çin,2,3,Turkey,FALSE,1,4,4,4,2,4,4,4,4,4,4,4,4,2,4,,Turkey,2,Turkey,1,1,1,1,0,1,,,,,,,,,,3,2011,14909.02
122,1,3,yes,Birleşik Devletler,2,3,Turkey,TRUE,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,1,Turkey,1,Turkey,1,1,0,1,0,1,,,,,,,,,,3,2011,14909.02
123,1,5,yes,Yunanistan,1,3,Turkey,TRUE,4,4,4,2,3,4,4,4,3,3,2,4,4,2,3,1,Turkey,2,Turkey,1,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
124,1,3,yes,Japonya,1,4,Turkey,TRUE,5,5,4,3,3,5,5,5,5,4,3,3,5,3,4,1,Turkey,2,Turkey,1,1,1,0,1,1,,,,,,,,,,2,2011,14909.02
125,1,3,no,İsviçre,2,2,Turkey,TRUE,4,4,4,3,3,4,4,4,3,4,4,4,4,3,3,,Turkey,3,Turkey,1,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
126,1,5,no,Türkiye,1,2,Turkey,TRUE,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,,Turkey,2,Turkey,1,1,0,1,0,1,,,,,,,,,,3,2011,14909.02
127,1,3,yes,Russia,1,2,Turkey,FALSE,3,2,3,3,4,2,3,1,1,4,4,3,3,3,2,1,Turkey,2,Turkey,0,1,1,1,0,1,,,,,,,,,,3,2011,14909.02
128,1,5,yes,Çin,1,4,Turkey,TRUE,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,1,Turkey,2,Turkey,1,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
129,1,3,no,Birleşik Devletler,1,4,Turkey,FALSE,4,4,4,3,3,2,4,4,3,4,3,3,4,4,3,,Turkey,2,Turkey,0,0,0,0,0,0,,,,,,,,,,0,2011,14909.02
130,1,5,yes,Yunanistan,2,2,Turkey,TRUE,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,1,Turkey,1,Turkey,0,0,0,0,0,0,,,,,,,,,,0,2011,14909.02
131,1,5,no,Japonya,1,5,Turkey,TRUE,4,4,4,3,3,4,4,4,4,3,2,3,4,3,3,,Turkey,3,Turkey,1,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
132,1,3,no,Türkiye,2,6,Turkey,TRUE,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,,Turkey,1,Turkey,1,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
133,1,3,yes,İsviçre,1,5,Turkey,TRUE,4,4,4,4,4,3,4,3,4,3,4,4,4,3,4,1,Turkey,2,Turkey,0,0,0,0,1,0,,,,,,,,,,0,2011,14909.02
134,1,5,yes,Brezilya,1,5,Turkey,TRUE,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,Turkey,1,Turkey,1,1,1,0,0,0,,,,,,,,,,1,2011,14909.02
135,1,3,no,Russia,1,5,Turkey,TRUE,2,3,2,3,3,2,4,3,3,4,3,2,4,3,3,,Turkey,3,Turkey,1,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
136,1,5,no,Brezilya,2,5,Turkey,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,Turkey,2,Turkey,1,1,0,0,0,0,,,,,,,,,,1,2011,14909.02
137,1,3,no,Çin,2,5,Turkey,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,Turkey,1,Turkey,1,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
138,1,5,no,Japonya,1,6,Turkey,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,,Turkey,2,Turkey,1,0,0,0,0,0,,,,,,,,,,0,2011,14909.02
139,1,3,yes,Birleşik Devletler,1,6,Turkey,TRUE,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,Turkey,2,Turkey,0,0,0,0,0,0,,,,,,,,,,0,2011,14909.02
140,1,5,no,Yunanistan,1,5,Turkey,TRUE,4,4,5,4,3,3,3,2,4,4,3,3,4,3,3,,Turkey,1,Turkey,0,1,1,1,1,1,,,,,,,,,,3,2011,14909.02
